timestamp,src_ip,bytes,sensor_type,src_ip_num,is_farm_ip,bytes_log,anomaly_score,is_anomaly
2025-12-19 07:22:53.041956,192.168.1.19,175,soil_moisture,19,1,5.170483995038151,0,1
2025-12-19 14:27:53.041978,192.168.1.18,240,humidity,18,1,5.484796933490655,0,1
2025-12-19 13:54:53.042000,192.168.1.2,639,soil_moisture,2,1,6.461468176353717,0,1
2025-12-18 23:18:53.042022,192.168.1.21,611,temp,21,1,6.416732282512326,0,1
2025-12-19 05:29:53.042045,192.168.1.9,517,pesticide,9,1,6.249975242259483,0,1
2025-12-19 12:33:53.042067,192.168.1.13,542,temp,13,1,6.297109319933935,0,1
2025-12-19 04:38:53.042090,192.168.1.19,485,humidity,19,1,6.186208623900494,0,1
2025-12-19 04:15:53.042113,192.168.1.8,343,pesticide,8,1,5.840641657373398,0,1
2025-12-19 12:06:53.042135,192.168.1.16,50,pesticide,16,1,3.9318256327243257,0,1
2025-12-19 06:38:53.042207,192.168.1.34,522,soil_moisture,34,1,6.259581464064923,0,1
2025-12-18 17:30:53.052204,192.168.1.22,203,temp,22,1,5.318119993844216,0,1
2025-12-19 06:12:53.052324,192.168.1.7,670,pesticide,7,1,6.508769136971682,0,1
2025-12-19 02:51:53.052393,192.168.1.27,196,pesticide,27,1,5.2832037287379885,0,1
2025-12-19 11:41:53.052422,192.168.1.13,336,temp,13,1,5.820082930352362,0,1
2025-12-18 22:40:53.052449,192.168.1.30,96,pesticide,30,1,4.574710978503383,0,1
2025-12-19 03:22:53.052472,192.168.1.5,663,temp,5,1,6.498282149476434,0,1
2025-12-18 23:40:53.052498,192.168.1.16,534,humidity,16,1,6.282266746896006,0,1
2025-12-18 22:18:53.052524,192.168.1.31,684,soil_moisture,31,1,6.529418838262226,0,1
2025-12-19 06:52:53.052548,192.168.1.6,767,soil_moisture,6,1,6.643789733147672,0,1
2025-12-18 18:13:53.052572,192.168.1.46,248,pesticide,46,1,5.517452896464707,0,1
2025-12-18 18:41:53.052596,192.168.1.18,690,humidity,18,1,6.53813982376767,0,1
2025-12-19 11:49:53.052621,192.168.1.9,358,pesticide,9,1,5.883322388488279,0,1
2025-12-18 20:15:53.052646,192.168.1.8,585,soil_moisture,8,1,6.373319789577012,0,1
2025-12-18 16:22:53.052670,192.168.1.2,120,pesticide,2,1,4.795790545596741,0,1
2025-12-18 23:11:53.052694,192.168.1.36,404,temp,36,1,6.003887067106539,0,1
2025-12-18 21:27:53.052719,192.168.1.48,153,humidity,48,1,5.0369526024136295,0,1
2025-12-19 12:17:53.052743,192.168.1.44,683,pesticide,44,1,6.52795791762255,0,1
2025-12-19 12:21:53.052769,192.168.1.21,133,humidity,21,1,4.897839799950911,0,1
2025-12-18 19:32:53.052793,192.168.1.12,95,temp,12,1,4.564348191467836,0,1
2025-12-18 19:33:53.052816,192.168.1.17,789,soil_moisture,17,1,6.672032945461067,0,1
2025-12-19 12:21:53.052840,192.168.1.50,367,temp,50,1,5.908082938168931,0,1
2025-12-19 15:27:53.052864,192.168.1.39,350,humidity,39,1,5.860786223465865,0,1
2025-12-19 11:39:53.052888,192.168.1.36,378,humidity,36,1,5.937536205082426,0,1
2025-12-19 13:24:53.052914,192.168.1.12,450,humidity,12,1,6.111467339502679,0,1
2025-12-18 18:14:53.052938,192.168.1.13,169,soil_moisture,13,1,5.135798437050262,0,1
2025-12-19 02:39:53.052962,192.168.1.13,100,soil_moisture,13,1,4.61512051684126,0,1
2025-12-18 20:33:53.052985,192.168.1.14,712,pesticide,14,1,6.569481420414296,0,1
2025-12-18 22:17:53.053010,192.168.1.28,711,pesticide,28,1,6.568077911411976,0,1
2025-12-19 10:31:53.053033,192.168.1.6,470,humidity,6,1,6.154858094016418,0,1
2025-12-19 05:20:53.053057,192.168.1.6,198,humidity,6,1,5.293304824724492,0,1
2025-12-18 20:56:53.053080,192.168.1.31,268,humidity,31,1,5.594711379601839,0,1
2025-12-18 22:19:53.053102,192.168.1.30,659,temp,30,1,6.492239835020471,0,1
2025-12-19 06:32:53.053125,192.168.1.37,67,soil_moisture,37,1,4.219507705176107,0,1
2025-12-19 01:10:53.053147,192.168.1.29,66,soil_moisture,29,1,4.204692619390966,0,1
2025-12-19 12:25:53.053189,192.168.1.44,63,soil_moisture,44,1,4.1588830833596715,0,1
2025-12-19 05:04:53.053215,192.168.1.21,634,temp,21,1,6.453624998892692,0,1
2025-12-18 16:19:53.053239,192.168.1.48,485,pesticide,48,1,6.186208623900494,0,1
2025-12-19 05:04:53.053263,192.168.1.26,268,soil_moisture,26,1,5.594711379601839,0,1
2025-12-19 09:21:53.053287,192.168.1.46,70,soil_moisture,46,1,4.2626798770413155,0,1
2025-12-19 15:00:53.053310,192.168.1.9,286,humidity,9,1,5.659482215759621,0,1
2025-12-18 21:57:53.053341,192.168.1.21,428,pesticide,21,1,6.061456918928017,0,1
2025-12-19 15:56:53.053366,192.168.1.24,101,humidity,24,1,4.624972813284271,0,1
2025-12-19 07:13:53.053392,192.168.1.36,369,temp,36,1,5.91350300563827,0,1
2025-12-19 03:16:53.053416,192.168.1.42,126,humidity,42,1,4.844187086458591,0,1
2025-12-19 15:59:53.053439,192.168.1.29,351,humidity,29,1,5.863631175598097,0,1
2025-12-19 02:01:53.053463,192.168.1.5,353,humidity,5,1,5.869296913133774,0,1
2025-12-19 02:54:53.053484,192.168.1.18,213,soil_moisture,18,1,5.365976015021851,0,1
2025-12-19 06:46:53.053510,192.168.1.20,468,temp,20,1,6.150602768446279,0,1
2025-12-19 12:32:53.053532,192.168.1.49,291,soil_moisture,49,1,5.676753802268282,0,1
2025-12-18 22:28:53.053555,192.168.1.6,555,temp,6,1,6.320768294250582,0,1
2025-12-19 06:12:53.053579,192.168.1.8,680,soil_moisture,8,1,6.523562306149512,0,1
2025-12-18 23:51:53.053602,192.168.1.10,379,pesticide,10,1,5.940171252720432,0,1
2025-12-19 12:47:53.053626,192.168.1.24,99,soil_moisture,24,1,4.605170185988092,0,1
2025-12-19 13:19:53.053649,192.168.1.8,262,pesticide,8,1,5.572154032177765,0,1
2025-12-19 00:09:53.053688,192.168.1.28,277,soil_moisture,28,1,5.627621113690637,0,1
2025-12-19 06:12:53.053710,192.168.1.46,85,pesticide,46,1,4.454347296253507,0,1
2025-12-19 05:51:53.053734,192.168.1.34,262,pesticide,34,1,5.572154032177765,0,1
2025-12-19 09:46:53.053764,203.0.113.100,14122,pesticide,100,0,9.555559953069064,0,1
2025-12-19 09:25:53.053788,192.168.1.26,403,humidity,26,1,6.0014148779611505,0,1
2025-12-19 13:08:53.053812,192.168.1.49,114,pesticide,49,1,4.74493212836325,0,1
2025-12-18 23:39:53.053836,192.168.1.46,279,humidity,46,1,5.634789603169249,0,1
2025-12-19 12:59:53.053860,192.168.1.6,52,humidity,6,1,3.970291913552122,0,1
2025-12-19 08:50:53.053884,192.168.1.1,198,temp,1,1,5.293304824724492,0,1
2025-12-18 21:34:53.053908,192.168.1.13,767,temp,13,1,6.643789733147672,0,1
2025-12-19 13:19:53.053931,192.168.1.22,508,temp,22,1,6.2324480165505225,0,1
2025-12-19 01:38:53.053955,192.168.1.30,387,pesticide,30,1,5.961005339623274,0,1
2025-12-18 19:44:53.053979,192.168.1.45,585,temp,45,1,6.373319789577012,0,1
2025-12-19 02:36:53.054004,203.0.113.216,17013,soil_moisture,216,0,9.74179181353583,0,1
2025-12-19 12:41:53.054029,192.168.1.3,195,humidity,3,1,5.278114659230518,0,1
2025-12-19 02:00:53.054053,192.168.1.9,449,humidity,9,1,6.1092475827643655,0,1
2025-12-18 23:44:53.054082,192.168.1.20,383,pesticide,20,1,5.950642552587727,0,1
2025-12-18 16:59:53.054106,192.168.1.46,571,pesticide,46,1,6.349138991379798,0,1
2025-12-18 21:00:53.054130,192.168.1.23,84,soil_moisture,23,1,4.442651256490317,0,1
2025-12-18 21:58:53.062223,192.168.1.34,765,humidity,34,1,6.641182169740591,0,1
2025-12-19 03:24:53.062350,192.168.1.41,211,soil_moisture,41,1,5.356586274672012,0,1
2025-12-18 23:27:53.062382,192.168.1.5,581,pesticide,5,1,6.366470447731438,0,1
2025-12-19 10:39:53.062407,192.168.1.16,65,humidity,16,1,4.189654742026425,0,1
2025-12-19 13:43:53.062432,192.168.1.36,513,pesticide,36,1,6.2422232654551655,0,1
2025-12-19 09:13:53.062458,192.168.1.15,614,humidity,15,1,6.421622267806518,0,1
2025-12-19 00:42:53.062486,192.168.1.36,545,humidity,36,1,6.302618975744905,0,1
2025-12-19 15:59:53.062511,192.168.1.6,254,humidity,6,1,5.541263545158426,0,1
2025-12-18 19:05:53.062536,192.168.1.33,94,humidity,33,1,4.553876891600541,0,1
2025-12-19 02:09:53.062561,192.168.1.31,502,soil_moisture,31,1,6.220590170099739,0,1
2025-12-19 10:07:53.062585,192.168.1.39,93,temp,39,1,4.543294782270004,0,1
2025-12-18 18:48:53.062609,192.168.1.8,488,soil_moisture,8,1,6.192362489474872,0,1
2025-12-18 21:00:53.062633,192.168.1.45,148,pesticide,45,1,5.003946305945459,0,1
2025-12-19 05:25:53.062674,192.168.1.35,220,temp,35,1,5.3981627015177525,0,1
2025-12-19 12:59:53.062699,192.168.1.33,194,temp,33,1,5.272999558563747,0,1
2025-12-18 21:32:53.062722,192.168.1.6,137,humidity,6,1,4.927253685157205,0,1
2025-12-19 08:31:53.062745,192.168.1.4,687,pesticide,4,1,6.5337888379333435,0,1
2025-12-19 04:31:53.062769,192.168.1.44,561,soil_moisture,44,1,6.331501849893691,0,1
2025-12-19 12:04:53.062795,203.0.113.186,15945,pesticide,186,0,9.67696329306244,0,1
2025-12-19 07:39:53.062818,192.168.1.39,800,temp,39,1,6.68586094706836,0,1
2025-12-19 04:54:53.062841,192.168.1.33,695,humidity,33,1,6.54534966033442,0,1
2025-12-19 14:34:53.062865,192.168.1.14,442,pesticide,14,1,6.093569770045136,0,1
2025-12-18 18:19:53.062890,192.168.1.1,249,soil_moisture,1,1,5.521460917862246,0,1
2025-12-18 23:51:53.062912,192.168.1.20,78,temp,20,1,4.3694478524670215,0,1
2025-12-19 11:09:53.062936,192.168.1.34,509,temp,34,1,6.234410725718371,0,1
2025-12-19 05:07:53.062960,192.168.1.4,685,soil_moisture,4,1,6.530877627725885,0,1
2025-12-19 07:04:53.062985,192.168.1.48,307,humidity,48,1,5.730099782973575,0,1
2025-12-19 05:35:53.063009,192.168.1.21,776,pesticide,21,1,6.655440350367647,0,1
2025-12-19 02:33:53.063033,192.168.1.25,624,soil_moisture,25,1,6.437751649736401,0,1
2025-12-19 14:19:53.063068,192.168.1.24,189,temp,24,1,5.247024072160486,0,1
2025-12-19 08:39:53.063093,192.168.1.8,653,temp,8,1,6.483107351457199,0,1
2025-12-19 14:32:53.063116,192.168.1.26,60,temp,26,1,4.110873864173311,0,1
2025-12-18 17:09:53.063136,192.168.1.44,730,humidity,44,1,6.594413459749778,0,1
2025-12-19 01:55:53.063175,192.168.1.17,389,pesticide,17,1,5.966146739123692,0,1
2025-12-18 16:32:53.063199,192.168.1.39,724,temp,39,1,6.586171654854675,0,1
2025-12-18 16:49:53.063224,192.168.1.1,716,soil_moisture,1,1,6.57507584059962,0,1
2025-12-19 02:32:53.063248,192.168.1.40,617,pesticide,40,1,6.42648845745769,0,1
2025-12-18 20:58:53.063270,192.168.1.11,594,humidity,11,1,6.38856140554563,0,1
2025-12-19 06:48:53.063293,192.168.1.5,437,soil_moisture,5,1,6.082218910376446,0,1
2025-12-19 07:37:53.063316,192.168.1.42,595,soil_moisture,42,1,6.39024066706535,0,1
2025-12-18 18:45:53.063346,192.168.1.1,490,pesticide,1,1,6.19644412779452,0,1
2025-12-19 12:08:53.063370,192.168.1.29,87,temp,29,1,4.477336814478207,0,1
2025-12-19 12:36:53.063395,192.168.1.2,188,humidity,2,1,5.241747015059643,0,1
2025-12-19 07:39:53.063419,192.168.1.5,347,humidity,5,1,5.8522024797744745,0,1
2025-12-19 06:33:53.063450,192.168.1.1,118,humidity,1,1,4.77912349311153,0,1
2025-12-18 22:16:53.063474,192.168.1.5,539,pesticide,5,1,6.29156913955832,0,1
2025-12-18 23:55:53.063499,192.168.1.38,180,soil_moisture,38,1,5.198497031265826,0,1
2025-12-19 06:18:53.063521,192.168.1.20,535,pesticide,20,1,6.284134161070802,0,1
2025-12-19 09:44:53.063544,192.168.1.24,493,pesticide,24,1,6.202535517187923,0,1
2025-12-19 06:50:53.063570,192.168.1.37,133,humidity,37,1,4.897839799950911,0,1
2025-12-18 19:42:53.063594,192.168.1.10,134,pesticide,10,1,4.90527477843843,0,1
2025-12-19 07:32:53.063617,192.168.1.41,395,pesticide,41,1,5.981414211254481,0,1
2025-12-19 01:12:53.063638,192.168.1.30,550,humidity,30,1,6.311734809152915,0,1
2025-12-19 05:33:53.063661,192.168.1.31,670,soil_moisture,31,1,6.508769136971682,0,1
2025-12-19 06:17:53.063684,192.168.1.5,212,humidity,5,1,5.3612921657094255,0,1
2025-12-19 15:26:53.063708,192.168.1.47,62,humidity,47,1,4.143134726391533,0,1
2025-12-18 16:13:53.063732,192.168.1.6,785,temp,6,1,6.666956792429207,0,1
2025-12-18 16:39:53.063757,192.168.1.19,416,pesticide,19,1,6.0330862217988015,0,1
2025-12-19 07:37:53.063781,192.168.1.31,374,temp,31,1,5.926926025970411,0,1
2025-12-19 08:07:53.063805,192.168.1.31,735,temp,31,1,6.601230118728877,0,1
2025-12-19 01:10:53.063833,192.168.1.25,712,temp,25,1,6.569481420414296,0,1
2025-12-19 14:35:53.063857,192.168.1.20,254,humidity,20,1,5.541263545158426,0,1
2025-12-19 00:07:53.063882,192.168.1.4,146,pesticide,4,1,4.990432586778736,0,1
2025-12-19 02:39:53.063906,192.168.1.45,546,temp,45,1,6.304448802421981,0,1
2025-12-19 00:37:53.063929,192.168.1.24,428,humidity,24,1,6.061456918928017,0,1
2025-12-19 08:20:53.063953,192.168.1.50,115,temp,50,1,4.7535901911063645,0,1
2025-12-19 13:12:53.063977,192.168.1.15,658,soil_moisture,15,1,6.490723534502507,0,1
2025-12-19 02:05:53.064002,192.168.1.19,684,soil_moisture,19,1,6.529418838262226,0,1
2025-12-18 21:35:53.064025,192.168.1.5,373,pesticide,5,1,5.924255797414532,0,1
2025-12-19 07:41:53.064048,192.168.1.12,473,pesticide,12,1,6.161207321695077,0,1
2025-12-18 22:30:53.064071,192.168.1.21,170,pesticide,21,1,5.14166355650266,0,1
2025-12-19 01:27:53.064095,192.168.1.33,673,humidity,33,1,6.513230110912307,0,1
2025-12-19 10:08:53.064117,192.168.1.34,644,soil_moisture,34,1,6.4692503167957724,0,1
2025-12-19 12:54:53.064139,192.168.1.14,128,pesticide,14,1,4.859812404361672,0,1
2025-12-19 00:17:53.072276,192.168.1.6,594,humidity,6,1,6.38856140554563,0,1
2025-12-19 15:19:53.072352,192.168.1.38,777,humidity,38,1,6.656726524178391,0,1
2025-12-19 11:36:53.072410,192.168.1.46,474,humidity,46,1,6.163314804034641,0,1
2025-12-18 16:15:53.072439,192.168.1.33,617,soil_moisture,33,1,6.42648845745769,0,1
2025-12-18 20:37:53.072463,192.168.1.50,717,humidity,50,1,6.576469569048224,0,1
2025-12-19 14:55:53.072487,192.168.1.6,722,humidity,6,1,6.583409222158765,0,1
2025-12-19 02:34:53.072510,192.168.1.6,209,humidity,6,1,5.3471075307174685,0,1
2025-12-18 20:57:53.072534,192.168.1.19,264,pesticide,19,1,5.579729825986222,0,1
2025-12-19 11:43:53.072559,192.168.1.4,174,soil_moisture,4,1,5.1647859739235145,0,1
2025-12-18 23:17:53.072590,203.0.113.216,8662,soil_moisture,216,0,9.06681636189014,0,1
2025-12-18 23:14:53.072614,192.168.1.47,446,soil_moisture,47,1,6.102558594613569,0,1
2025-12-18 20:19:53.072637,192.168.1.18,92,humidity,18,1,4.532599493153256,0,1
2025-12-19 14:44:53.072660,192.168.1.6,459,pesticide,6,1,6.131226489483141,0,1
2025-12-19 10:39:53.072686,192.168.1.25,107,soil_moisture,25,1,4.68213122712422,0,1
2025-12-19 12:36:53.072710,192.168.1.43,363,humidity,43,1,5.8971538676367405,0,1
2025-12-18 16:01:53.072735,192.168.1.9,742,pesticide,9,1,6.610696044717759,0,1
2025-12-19 11:05:53.072760,192.168.1.30,387,soil_moisture,30,1,5.961005339623274,0,1
2025-12-19 07:02:53.072784,192.168.1.12,795,temp,12,1,6.679599185844383,0,1
2025-12-18 21:20:53.072832,192.168.1.40,62,soil_moisture,40,1,4.143134726391533,0,1
2025-12-19 01:47:53.072858,192.168.1.38,551,soil_moisture,38,1,6.313548046277095,0,1
2025-12-18 16:53:53.072881,192.168.1.21,781,pesticide,21,1,6.661854740545311,0,1
2025-12-19 06:54:53.072905,192.168.1.30,531,soil_moisture,30,1,6.2766434893416445,0,1
2025-12-19 02:44:53.072929,203.0.113.235,19037,humidity,235,0,9.854192260811251,0,1
2025-12-19 10:00:53.072953,192.168.1.6,790,pesticide,6,1,6.673297967767654,0,1
2025-12-19 07:07:53.072981,192.168.1.29,295,soil_moisture,29,1,5.69035945432406,0,1
2025-12-18 23:39:53.073005,192.168.1.28,343,humidity,28,1,5.840641657373398,0,1
2025-12-18 21:19:53.073029,192.168.1.16,792,temp,16,1,6.675823221634848,0,1
2025-12-18 20:42:53.073053,192.168.1.14,193,soil_moisture,14,1,5.267858159063328,0,1
2025-12-19 01:07:53.073080,203.0.113.68,8933,temp,68,0,9.097619501912064,0,1
2025-12-18 19:06:53.073103,192.168.1.50,749,soil_moisture,50,1,6.620073206530356,0,1
2025-12-19 12:01:53.073128,192.168.1.35,448,temp,35,1,6.1070228877422545,0,1
2025-12-18 22:05:53.073167,192.168.1.47,201,pesticide,47,1,5.308267697401205,0,1
2025-12-19 08:29:53.073195,192.168.1.3,538,soil_moisture,3,1,6.289715570908998,0,1
2025-12-18 20:44:53.073218,192.168.1.48,90,humidity,48,1,4.51085950651685,0,1
2025-12-19 06:49:53.073250,192.168.1.15,398,temp,15,1,5.988961416889864,0,1
2025-12-19 09:28:53.073273,192.168.1.50,521,pesticide,50,1,6.257667587882639,0,1
2025-12-19 09:27:53.073353,192.168.1.17,718,soil_moisture,17,1,6.577861357721047,0,1
2025-12-18 17:37:53.073381,192.168.1.16,407,pesticide,16,1,6.0112671744041615,0,1
2025-12-19 01:00:53.073406,192.168.1.35,537,pesticide,35,1,6.2878585601617845,0,1
2025-12-19 14:25:53.073430,192.168.1.48,303,temp,48,1,5.717027701406222,0,1
2025-12-19 12:05:53.073454,192.168.1.43,501,humidity,43,1,6.218600119691729,0,1
2025-12-18 16:39:53.073478,192.168.1.5,627,pesticide,5,1,6.4425401664681985,0,1
2025-12-19 11:19:53.073501,192.168.1.11,193,soil_moisture,11,1,5.267858159063328,0,1
2025-12-18 19:24:53.073525,192.168.1.34,173,pesticide,34,1,5.159055299214529,0,1
2025-12-19 00:44:53.073550,192.168.1.37,256,temp,37,1,5.54907608489522,0,1
2025-12-19 03:17:53.073574,192.168.1.50,324,humidity,50,1,5.783825182329737,0,1
2025-12-18 19:50:53.073598,192.168.1.2,528,soil_moisture,2,1,6.270988431858299,0,1
2025-12-18 18:06:53.073621,192.168.1.7,60,soil_moisture,7,1,4.110873864173311,0,1
2025-12-19 13:48:53.073644,192.168.1.3,147,soil_moisture,3,1,4.997212273764115,0,1
2025-12-19 13:50:53.073669,192.168.1.12,696,humidity,12,1,6.546785410760524,0,1
2025-12-19 06:04:53.073708,203.0.113.243,5104,soil_moisture,243,0,8.537975730598767,0,1
2025-12-18 22:24:53.073736,192.168.1.23,742,humidity,23,1,6.610696044717759,0,1
2025-12-19 09:38:53.073758,192.168.1.9,721,temp,9,1,6.582025138892826,0,1
2025-12-19 01:50:53.073781,192.168.1.29,262,soil_moisture,29,1,5.572154032177765,0,1
2025-12-19 14:58:53.073804,192.168.1.14,423,pesticide,14,1,6.049733455231958,0,1
2025-12-19 03:58:53.073827,192.168.1.50,428,temp,50,1,6.061456918928017,0,1
2025-12-19 11:27:53.073852,192.168.1.48,103,soil_moisture,48,1,4.6443908991413725,0,1
2025-12-19 09:53:53.073875,192.168.1.7,505,soil_moisture,7,1,6.226536669287466,0,1
2025-12-18 22:55:53.073900,192.168.1.18,541,temp,18,1,6.295266001439646,0,1
2025-12-19 01:24:53.073923,203.0.113.195,18817,soil_moisture,195,0,9.842569137566711,0,1
2025-12-19 09:26:53.073947,192.168.1.47,352,soil_moisture,47,1,5.8664680569332965,0,1
2025-12-18 19:23:53.073970,192.168.1.30,389,pesticide,30,1,5.966146739123692,0,1
2025-12-19 08:07:53.073994,192.168.1.29,138,pesticide,29,1,4.9344739331306915,0,1
2025-12-19 09:14:53.074018,192.168.1.33,459,temp,33,1,6.131226489483141,0,1
2025-12-19 10:53:53.074042,192.168.1.39,707,pesticide,39,1,6.56244409369372,0,1
2025-12-19 07:42:53.074067,192.168.1.30,434,soil_moisture,30,1,6.075346031088684,0,1
2025-12-19 01:05:53.074095,192.168.1.41,796,pesticide,41,1,6.680854678790215,0,1
2025-12-18 17:20:53.074118,192.168.1.24,520,soil_moisture,24,1,6.255750041753367,0,1
2025-12-18 21:18:53.074142,192.168.1.34,364,soil_moisture,34,1,5.8998973535824915,0,1
2025-12-19 11:59:53.082317,192.168.1.20,616,temp,20,1,6.424869023905388,0,1
2025-12-19 14:34:53.082398,192.168.1.20,435,pesticide,20,1,6.077642243349034,0,1
2025-12-19 00:28:53.082430,192.168.1.49,152,soil_moisture,49,1,5.030437921392435,0,1
2025-12-18 19:52:53.082458,192.168.1.21,530,pesticide,21,1,6.274762021241939,0,1
2025-12-18 20:16:53.082484,192.168.1.5,236,temp,5,1,5.4680601411351315,0,1
2025-12-18 16:08:53.082509,192.168.1.24,307,humidity,24,1,5.730099782973575,0,1
2025-12-18 21:04:53.082533,192.168.1.19,359,humidity,19,1,5.886104031450156,0,1
2025-12-19 03:48:53.082557,192.168.1.34,729,humidity,34,1,6.593044534142437,0,1
2025-12-19 13:55:53.082581,192.168.1.12,416,pesticide,12,1,6.0330862217988015,0,1
2025-12-19 02:32:53.082606,192.168.1.11,736,pesticide,11,1,6.602587892189336,0,1
2025-12-18 21:58:53.082631,192.168.1.4,178,temp,4,1,5.187385805840755,0,1
2025-12-19 11:34:53.082656,192.168.1.24,562,soil_moisture,24,1,6.333279628139691,0,1
2025-12-19 00:22:53.082681,192.168.1.32,305,temp,32,1,5.723585101952381,0,1
2025-12-19 09:21:53.082722,192.168.1.10,127,temp,10,1,4.852030263919617,0,1
2025-12-18 21:49:53.082749,192.168.1.4,277,soil_moisture,4,1,5.627621113690637,0,1
2025-12-19 03:04:53.082773,192.168.1.10,463,humidity,10,1,6.139884552226255,0,1
2025-12-19 01:15:53.082798,192.168.1.50,329,temp,50,1,5.799092654460526,0,1
2025-12-19 13:25:53.082823,192.168.1.20,595,temp,20,1,6.39024066706535,0,1
2025-12-19 08:31:53.082848,192.168.1.18,415,humidity,18,1,6.030685260261263,0,1
2025-12-19 07:27:53.082872,192.168.1.27,63,soil_moisture,27,1,4.1588830833596715,0,1
2025-12-19 10:28:53.082896,192.168.1.17,791,temp,17,1,6.674561391814426,0,1
2025-12-18 16:50:53.082921,192.168.1.3,131,soil_moisture,3,1,4.882801922586371,0,1
2025-12-19 01:44:53.082945,192.168.1.32,508,humidity,32,1,6.2324480165505225,0,1
2025-12-18 17:15:53.082971,192.168.1.29,719,humidity,29,1,6.579251212010101,0,1
2025-12-19 03:32:53.082996,192.168.1.11,326,humidity,11,1,5.7899601708972535,0,1
2025-12-19 00:53:53.083020,192.168.1.47,463,humidity,47,1,6.139884552226255,0,1
2025-12-19 01:47:53.083045,192.168.1.21,419,humidity,21,1,6.040254711277414,0,1
2025-12-19 04:32:53.083068,192.168.1.10,690,humidity,10,1,6.53813982376767,0,1
2025-12-19 16:00:53.083099,192.168.1.33,183,soil_moisture,33,1,5.214935757608986,0,1
2025-12-19 00:33:53.083124,192.168.1.31,798,pesticide,31,1,6.683360945766275,0,1
2025-12-19 01:45:53.083148,192.168.1.32,263,pesticide,32,1,5.575949103146316,0,1
2025-12-18 20:13:53.083193,192.168.1.4,142,soil_moisture,4,1,4.962844630259907,0,1
2025-12-18 18:21:53.083217,192.168.1.33,281,temp,33,1,5.641907070938114,0,1
2025-12-19 11:23:53.083242,192.168.1.47,473,humidity,47,1,6.161207321695077,0,1
2025-12-19 03:55:53.083267,192.168.1.44,279,soil_moisture,44,1,5.634789603169249,0,1
2025-12-18 21:44:53.083295,203.0.113.65,8860,pesticide,65,0,9.089414904047302,0,1
2025-12-19 00:20:53.083318,192.168.1.13,534,humidity,13,1,6.282266746896006,0,1
2025-12-19 11:51:53.083381,192.168.1.33,64,humidity,33,1,4.174387269895637,0,1
2025-12-19 00:57:53.083408,192.168.1.4,111,pesticide,4,1,4.718498871295094,0,1
2025-12-18 16:04:53.083430,192.168.1.14,237,humidity,14,1,5.472270673671475,0,1
2025-12-19 00:03:53.083454,192.168.1.21,82,pesticide,21,1,4.418840607796598,0,1
2025-12-18 17:03:53.083479,192.168.1.42,394,humidity,42,1,5.978885764901122,0,1
2025-12-19 02:28:53.083505,203.0.113.100,16315,soil_moisture,100,0,9.699901500437448,0,1
2025-12-18 17:06:53.083530,192.168.1.38,232,soil_moisture,38,1,5.4510384535657,0,1
2025-12-19 07:43:53.083562,192.168.1.1,778,soil_moisture,1,1,6.658011045870748,0,1
2025-12-19 10:07:53.083586,192.168.1.34,360,humidity,34,1,5.8888779583328805,0,1
2025-12-18 18:17:53.083610,192.168.1.19,106,soil_moisture,19,1,4.672828834461906,0,1
2025-12-19 08:48:53.083634,192.168.1.23,227,pesticide,23,1,5.429345628954441,0,1
2025-12-19 06:22:53.083658,192.168.1.30,103,soil_moisture,30,1,4.6443908991413725,0,1
